zcr,rmse,energy,spectral_centroid,spectral_bandwidth,spectral_flatness,spectral_rolloff,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,label
0.05182756696428571,0.4133925,7162.4873,844.0920489380286,1176.921290181794,0.0023390632,1490.079365079365,-159.29907,128.70457,15.259734,17.750313,2.9994338,14.188253,-14.554284,-3.8474236,-22.639563,-10.384336,-23.049965,-23.68807,-14.491966,real
0.07672991071428571,0.37005848,5296.935,1157.4548496909756,1404.2309853087172,0.0038875851,1997.767857142857,-110.73479,126.3662,25.030218,15.764418,1.5779334,2.5059853,-35.218494,3.403183,-24.785564,-0.911663,-24.345045,-9.303198,-5.101914,real
0.1720920138888889,0.41928774,7924.7764,1779.0425186210352,1457.948813852022,0.0072731143,2860.6150793650795,-150.06673,94.33977,21.83676,5.6112027,-5.8695045,15.228547,-16.226027,9.559207,-17.333181,-2.8393772,-19.371391,-7.628537,-9.817411,real
0.20256696428571427,0.15744516,1066.5566,2488.3094436508118,1758.070387351598,0.010182572,4626.984126984127,-136.41656,68.663,18.132189,31.614088,-36.52662,34.821102,-43.84835,19.38674,-31.74548,2.962336,-22.856236,-6.9248395,-4.1083508,real
0.12574404761904762,0.1115232,959.6921,1405.5478629748475,1347.3207139764804,0.15041624,2622.0238095238096,-270.71967,88.69308,30.80199,21.630236,-7.4057426,19.36947,-16.398285,7.822069,-19.096998,-6.7701817,-12.174883,-10.809011,1.1092207,real
0.07872953869047619,0.21869196,2262.6313,1213.88779762757,1522.9187887859641,0.0036569831,2664.186507936508,-211.5537,107.63153,37.122253,15.870444,-32.16344,3.8528805,-28.301687,1.4175276,-20.604387,-11.404476,-10.001019,-12.792565,4.4011154,real
0.08666604662698413,0.28795636,3397.0242,1122.5326785057662,1277.304325532431,0.004618835,2223.5863095238096,-158.03261,128.30373,16.48699,14.888861,-16.427141,-5.2729087,-36.674816,-14.297899,-25.34676,-12.305035,-15.283542,-12.264352,0.90940005,real
0.19390966021825398,0.24225989,2546.7383,1930.0028680923451,1603.217514673075,0.0044886996,3313.7400793650795,-192.59064,93.94344,49.305363,10.866757,-14.32269,0.42352828,-40.35549,-8.35523,-26.899994,-5.32479,-21.308336,-7.622469,4.3716855,real
0.07813275049603174,0.27651212,3027.2195,1229.9866049097864,1342.7671731212604,0.002589952,2374.627976190476,-186.32443,107.95514,44.544056,36.55704,-35.62636,-2.3490648,-25.039213,-9.334135,-26.796518,-10.874747,-20.634863,-14.218743,3.0275211,real
0.12602306547619047,0.13249832,853.02155,1582.7298358912776,1243.7578815248153,0.0067966203,2702.0089285714284,-154.27692,112.61357,-58.323013,10.121818,-26.612888,5.9224224,-27.477612,-5.230366,-22.409979,-1.5585674,-13.94732,-6.5988173,6.1547427,real
0.1923983134920635,0.21729593,1822.6235,1976.2289463191626,1379.202183830511,0.003729458,3016.6170634920636,-195.42494,112.21649,45.70506,-18.108437,-15.7686615,14.592416,-44.678425,-0.9368933,-21.279472,-6.1585636,-25.963852,-6.3783135,-3.6523273,real
0.12462797619047619,0.24735323,2291.1023,1409.6706258196184,1363.241137124396,0.0075126872,2276.5376984126983,-139.41449,118.90639,-9.843108,-19.540316,-29.68231,4.5708146,-31.32677,5.287623,-29.108328,5.889387,-26.885836,-7.3636417,-4.6849885,real
0.06458488343253968,0.18866172,1612.1881,1207.137838801507,1339.7283637422495,0.0040948,2193.7003968253966,-226.51501,120.60312,19.292759,12.971858,-28.955772,10.520279,-40.509453,-2.0745506,-13.972621,-11.142151,-13.172436,-7.3021026,6.306066,real
0.12253534226190477,0.21528223,1703.6233,1361.5556275125994,1315.091505094473,0.0039072568,2449.404761904762,-190.84181,123.2081,28.447407,9.209966,-32.016346,4.2669325,-39.54684,-3.8664207,-20.675495,-19.538437,-15.39606,-4.0964026,4.8383703,real
0.13148716517857142,0.21388534,1795.0708,1440.707527731887,1338.4572860135231,0.020590521,2539.0625,-192.50916,120.01249,19.683018,4.14424,-29.349195,7.8893104,-36.289448,0.047598038,-22.811317,-10.1116085,-11.115986,-14.334132,8.179666,real
0.15323505704365079,0.23465504,2062.1519,1634.1466605792286,1438.14738708686,0.0055398406,2974.2063492063494,-158.81178,113.493675,17.73295,4.3376174,-31.40428,6.442138,-39.57037,5.798026,-22.223293,-8.3259115,-18.509184,-11.71869,3.6240942,real
0.17366536458333334,0.18453695,1570.3898,1691.5531603285888,1342.5505124280232,0.034995425,2929.439484126984,-212.60188,100.940895,30.137426,14.463255,-21.416578,-0.63457894,-39.59907,-1.095181,-22.257671,-11.1634445,-16.204062,-11.286032,4.001526,real
0.08667379712301587,0.32323465,3992.0771,1130.102420959196,1125.2869540792415,0.010938975,1973.3382936507937,-130.84393,130.61852,-9.0304575,29.421982,-4.984082,6.241109,-19.993494,-8.024863,-20.147947,-9.34891,-18.600456,-9.877124,-7.691235,real
0.06938244047619048,0.2796625,3090.7615,1001.6634038630664,1257.5027186583384,0.0058263508,1764.7569444444443,-141.18285,143.5386,18.440212,7.60259,-1.3729345,12.598616,-28.689272,-12.403087,-27.976955,-0.57404816,-15.097508,-8.415805,-9.130305,real
0.07065352182539683,0.23764943,2068.9268,1184.531028364969,1328.529411175908,0.0055526835,2195.188492063492,-154.78598,131.2183,4.5853496,-0.38720214,-7.672005,13.669968,-46.91339,11.775833,-32.80556,-13.089314,-19.497149,-16.778273,-2.646176,real
0.11571490575396826,0.25471067,2544.4941,1418.075020460794,1321.6223154643076,0.0050928574,2674.8511904761904,-135.43903,133.82156,-1.5175451,-6.626937,-18.149406,2.6685157,-43.322998,-8.661873,-14.075421,-4.4428234,-22.545708,-5.846068,2.0162199,real
0.06926618303571429,0.33596405,4215.653,929.7856427504262,1062.9364368607824,0.0032721173,1715.2777777777778,-141.90813,135.96347,-11.124924,40.27475,-0.91420853,0.015117607,-10.955856,-5.3002596,-23.321848,-13.639997,-22.387527,-12.397524,-10.186123,real
0.11656746031746032,0.11957442,713.10535,1747.155219594287,1739.9744368670995,0.100472786,3777.901785714286,-233.03282,80.812386,32.299953,16.899868,-19.113062,19.778841,-42.942852,18.402182,-36.749454,5.7955103,-21.050613,-6.798215,-3.3435802,real
0.043379526289682536,0.2648722,2910.1611,705.6444984842665,1052.2390119280851,0.0007104319,1076.140873015873,-220.84775,149.98645,32.23151,1.085683,-1.045061,11.082492,-12.726056,-8.264057,-28.213797,-19.499533,-12.987785,-7.7942586,-11.030908,real
0.08917720734126984,0.2746727,2755.4312,1247.4170230695306,1290.396805414346,0.002536347,2184.5238095238096,-117.550896,113.938965,-28.132431,1.5669605,-8.405106,7.7773485,-29.737593,5.407122,-25.98411,-8.302461,-26.797792,-10.200263,-6.1446967,real
0.06689453125,0.2785138,3183.1997,1082.1294938373173,1453.823967632374,0.0033757433,2099.3303571428573,-153.27951,121.554405,33.416515,21.409569,2.4708061,19.16134,-22.967457,-8.229276,-28.544088,-5.7734003,-22.381136,-9.977109,-12.435438,real
0.13333953373015872,0.28296968,3176.3745,1568.9099150283002,1503.060911614103,0.010038248,2709.8214285714284,-115.89846,108.02016,24.47279,15.115151,-9.986726,20.299625,-29.94297,-1.0149014,-36.53359,2.881054,-19.022259,-5.629916,-4.425041,real
0.1479647197420635,0.19248535,1447.4904,1655.9241628670065,1465.5103281950346,0.0066509405,2842.2619047619046,-166.64499,103.95389,16.570309,10.66667,-36.00272,-5.855613,-47.67608,12.689288,-19.358278,-18.548391,-17.228313,-6.725393,7.7723703,real
0.11837332589285714,0.2353869,2149.6323,1359.4134997952601,1263.7141434852974,0.0027595863,2259.0525793650795,-187.68724,124.16494,22.183573,4.9107203,-23.034409,-3.2225301,-30.86337,-1.9749147,-34.39132,-9.026011,-10.968594,-15.244866,2.936726,real
0.06391834077380952,0.27913988,3135.3916,911.4106541633284,1011.3339713300136,0.06841834,1711.3095238095239,-176.92741,136.28987,-2.8359601,20.523783,-6.7491927,-6.6484723,-30.181406,-9.655421,-12.92364,-5.975156,-19.727064,-4.8514185,-6.022451,real
0.08674355158730158,0.2469522,2658.4375,1235.2509937404018,1475.8407740266139,0.0033203007,2345.7341269841268,-190.3372,110.926506,28.278023,18.249968,-32.988594,-5.9874496,-32.00899,12.1251335,-18.491386,-6.8182917,-9.809475,-19.571283,5.622244,real
0.10062468998015874,0.1729535,1144.1085,1316.3537988472851,1194.7093967712187,0.007722677,2352.8025793650795,-139.21068,145.61502,-33.330784,7.927422,0.22578284,1.1307291,-20.535803,-10.823654,-29.03871,9.400384,-23.69396,-8.531081,-4.252918,real
0.18479507688492064,0.27226335,3157.8384,1724.8055461178435,1319.062585148702,0.036326114,2914.558531746032,-180.46042,90.275406,43.893757,20.72366,-26.160715,-1.1882797,-35.842365,-0.686791,-25.293808,-10.213302,-17.443071,-12.904319,0.17025296,real
0.09177362351190477,0.28045735,3193.2034,1122.3821975892772,1225.2083492233621,0.0055588894,2110.8630952380954,-170.82524,129.50925,17.064806,42.215252,6.577857,3.0720892,-8.546283,-11.491372,-21.728876,-7.705435,-25.993147,-5.165857,-2.2853253,real
0.09290519593253968,0.30047193,3654.0947,1088.768779129982,1251.3990470381482,0.0045544445,1905.2579365079366,-179.70688,132.8826,43.534286,26.323198,2.7461412,15.642583,-18.681643,1.1319209,-25.883114,-8.522801,-21.706093,-11.314078,-8.444215,real
0.07340494791666667,0.28375888,2841.1655,1174.4336651706037,1454.6535140927676,0.0010881778,2505.4563492063494,-169.32707,108.60229,33.337917,25.463003,-28.098288,0.6437952,-35.857433,-8.700407,-25.617317,-13.35716,-26.521662,-12.538793,5.2918563,real
0.14608134920634921,0.1912346,2144.4495,1614.8872916352198,1442.5200568955852,0.009907252,2725.9424603174602,-182.25105,130.28847,8.404015,-20.336245,-8.163311,7.3052197,-25.824884,-8.181053,-28.371065,-2.3505714,-23.508131,-9.4228945,-7.519589,real
0.06433686755952381,0.23914653,2298.9114,1142.09925899325,1436.0689114732056,0.0026753908,2442.0882936507937,-149.99057,123.51221,7.598452,21.686653,-10.394683,30.018621,-25.95808,8.814234,-29.57371,-10.965735,-20.488735,-1.702128,-12.364266,real
0.13415333581349206,0.274566,3073.656,1639.838860837988,1283.7309714605633,0.010358336,2463.5416666666665,-139.49629,109.024765,32.05979,19.526838,-8.053748,20.894583,-26.661484,-1.9779409,-22.648516,-0.60331583,-19.398914,-6.7538586,-8.514823,real
0.0917116195436508,0.16093327,1316.4562,1352.752627484958,1364.8127792018265,0.004368682,2473.9583333333335,-232.78242,117.69879,20.86641,8.509946,-22.705788,-1.9484103,-31.579422,-1.3523968,-17.32506,-6.0053945,-12.98144,-11.027122,9.696331,real
0.10777064732142858,0.4382465,7576.8164,1364.5628866170282,1284.2810741451694,0.0039037964,2234.623015873016,-142.37746,107.79323,14.225711,10.760492,-5.0962214,14.219891,-15.00758,6.5163746,-18.307165,-7.220334,-18.240864,-9.690079,-7.3707786,real
0.17537047371031747,0.19885695,1516.2595,1810.291136877455,1408.8278071390414,0.00472223,3006.2003968253966,-194.72343,104.3005,27.189749,2.4498544,-19.240145,-2.1823313,-40.35589,4.9310436,-17.112103,-14.468958,-20.396786,-6.951695,-0.047376107,real
0.10116722470238096,0.26625314,2833.4216,1375.2032011376548,1325.2694785806846,0.0029445104,2435.8878968253966,-205.05899,101.10837,30.272259,18.451683,-20.35304,16.458042,-41.802353,-11.905799,-10.395122,-8.607286,-23.875242,-9.204496,1.4434707,real
0.20024181547619047,0.21529005,2379.9817,2022.9872986365694,1507.9399790985035,0.010252812,3437.748015873016,-180.90382,88.240135,27.82336,6.3359003,-3.8663363,4.842324,-45.16572,-4.2476096,-18.107708,-3.7554018,-26.23471,-3.3352551,3.346059,real
0.10268632192460317,0.3729498,5044.201,1146.3240587272974,1317.2959065551902,0.002821239,2057.7876984126983,-128.80717,130.94992,19.50935,14.328609,-5.659284,6.569014,-32.724903,1.382731,-37.59975,-2.8131175,-27.397894,-10.478431,-7.7093015,real
0.09343998015873016,0.19303104,1541.1182,1163.7406278596673,1128.6500389657192,0.02055728,2026.1656746031747,-211.049,125.48498,10.832301,11.525858,-20.35344,-9.820617,-26.508055,3.0731847,-17.004766,-21.050486,-21.574194,-8.053081,-1.9151138,real
0.12679036458333334,0.2224111,2009.2153,1466.6989021052962,1376.3669077282736,0.0051626447,2740.8234126984125,-192.43315,101.518684,22.164732,29.015444,-22.504038,2.502768,-33.397713,-6.6326995,-19.525743,-17.817295,-12.720767,-5.495855,8.120472,real
0.10368613591269842,0.23792888,2390.1274,1465.5227561226081,1442.2109533401815,0.006443273,2901.2896825396824,-171.92715,99.19999,20.803936,39.526443,-32.780502,1.7218107,-46.4087,-2.234272,-18.414518,-18.581976,-9.986731,-15.373089,4.490991,real
0.040674603174603176,0.3370618,4518.824,767.4194786743423,1034.6977794602776,0.04826914,1266.4930555555557,-191.3652,128.32193,7.3554893,-0.16311076,-2.632459,-9.337002,-24.97299,-4.7196813,-24.70184,-5.768439,-20.19283,-13.797317,-9.785433,real
0.13299076140873015,0.26558006,2650.0034,1569.379500855836,1522.6165979872014,0.0026612552,3083.8293650793653,-171.18437,98.64928,29.422197,8.288024,-29.43081,1.2008902,-31.76965,-12.041788,-23.421038,-5.733008,-21.763723,-14.009366,0.07677465,real
0.1252867683531746,0.15735853,1271.7063,1460.7535782725786,1424.9438665734324,0.004830895,2613.9632936507937,-270.24008,98.24643,39.22361,25.016289,-22.298845,-0.25149593,-30.162193,3.3566997,-13.978074,-18.089376,-11.764701,-7.392516,0.9937927,real
0.0735444568452381,0.23507082,2449.0254,946.9406107103115,1067.913899629923,0.1298087,1486.483134920635,-227.64389,111.26474,7.312599,-1.51974,-24.882574,-2.4358568,-18.544865,6.49814,-30.376337,-1.325196,-14.05037,-7.188131,1.31261,real
0.13824559771825398,0.23560964,2346.9597,1686.37112165167,1372.9886472338424,0.0060219457,2775.2976190476193,-192.2618,101.31595,24.0638,-3.4765959,-19.709734,8.1041,-37.42722,-4.352334,-14.99426,-1.1824963,-22.414103,-10.00785,0.73875564,real
0.08138020833333333,0.37582904,6107.2236,1215.96686860937,1382.874985563704,0.0079876715,2303.9434523809523,-109.31167,122.20702,13.155595,23.399426,3.4740624,6.0523076,-22.156313,-6.4278307,-24.870474,-2.4900155,-28.399078,-7.247924,-7.5084767,real
0.1504061259920635,0.15478645,947.3556,1726.5736598418714,1581.7894866003655,0.00789096,3264.8809523809523,-193.32098,97.31416,37.252472,39.659885,-6.3969536,6.9690166,-52.32782,11.131144,-12.113967,1.0428089,-14.810513,-11.874612,-7.413014,real
0.07268415178571429,0.3509795,4654.561,906.9151464077764,1004.4245220481041,0.0029620675,1459.4494047619048,-152.76207,139.75148,-1.7212638,19.425037,-13.273367,-3.0776203,-30.895437,-14.063862,-23.21374,-10.201052,-8.245405,-9.329039,-1.8954083,real
0.21956380208333334,0.17228675,1425.9503,2359.7575361758395,1729.9875736828205,0.0047042416,4036.7063492063494,-243.86382,66.90929,63.276337,11.811848,-8.9301815,6.614913,-41.44461,8.384823,-24.245502,-5.47732,-21.132015,-1.8173077,0.73850155,real
0.17454117063492064,0.23399006,2102.4421,1881.4195970368976,1499.1335472136636,0.006841578,3177.9513888888887,-160.0956,92.50068,36.219193,16.590353,-15.7869835,6.3473525,-45.777504,-3.6949751,-25.029564,-1.2348247,-24.980928,-10.610987,4.989021,real
0.15135943700396826,0.24018058,2118.0322,1623.232482674242,1433.9618770030909,0.0038951484,2835.9375,-171.2788,117.65512,22.110146,-4.172506,-21.326456,3.8654046,-41.725517,-1.918926,-29.566341,-8.097583,-23.485245,-6.5490284,5.01305,real
0.1377108134920635,0.17985693,1534.3182,1492.5176343142261,1147.721215400259,0.1669167,2610.3670634920636,-192.38754,79.9548,-12.365273,42.02002,-6.2820053,12.982217,-34.06654,-3.0049045,-22.336658,-3.8642454,-21.62681,-12.259807,-2.002149,real
0.10463944692460317,0.23038939,2042.8062,1365.3936173468196,1428.9879533338722,0.0062422096,2289.434523809524,-158.50816,109.74507,37.48702,26.962465,-2.2966733,16.829975,-30.33829,-6.6673594,-31.339788,-6.283235,-22.296757,-6.1067414,-11.958669,real
0.19079396081349206,0.42004362,7384.244,1898.9493460942708,1504.1677708523387,0.006680272,3120.1636904761904,-150.23932,85.03691,35.22437,8.966804,-2.535417,16.481386,-20.840794,9.270913,-21.955122,-5.4095507,-16.825916,-4.2132535,-10.5556,real
0.06713479662698413,0.27497402,3061.2935,1109.1275356343679,1167.3118603764117,0.008320307,2078.8690476190477,-149.03954,130.56366,-11.507315,36.058613,-12.538624,-1.682191,-9.749773,-5.3607826,-22.949854,-6.327208,-17.514898,-11.216662,-8.490296,real
0.12645709325396826,0.37156895,5187.8564,1449.0907752997775,1458.1039865722782,0.007368342,2509.3005952380954,-86.1376,119.868706,18.6673,7.526629,-5.149105,15.5927925,-30.737728,-1.8484201,-32.0362,5.8786564,-20.449375,-4.5410733,-1.3843292,real
0.06904141865079365,0.19857438,1929.0955,1084.3912734236615,1259.1680334158107,0.002807436,1862.9712301587301,-267.39508,111.854065,40.10171,25.297,-23.436457,1.4159726,-32.11779,-12.3880205,-10.171695,-11.387633,-14.424066,-14.761152,0.4369609,real
0.09838479662698413,0.21231489,2168.4912,1270.9320370385365,1264.8141149405749,0.130065,2398.313492063492,-221.87877,96.13084,18.246168,8.518792,-12.790998,6.1214495,-37.087982,-7.7713065,-15.327261,-3.7357159,-21.09979,-7.9649343,3.6451218,real
0.06016710069444445,0.20058239,1796.0,989.1300016920125,1240.8385813301543,0.0021718272,1784.8462301587301,-142.45088,145.05574,10.003659,12.234239,5.758989,22.201015,-27.806255,-5.030274,-30.934866,-8.767779,-15.581028,-14.138371,-0.6605311,real
0.09409877232142858,0.273163,3448.127,1200.7678720889014,1175.0159972065064,0.007709435,2178.5714285714284,-156.19086,120.076126,-7.089467,38.645805,-2.206023,0.11855725,-15.338182,-5.4303675,-22.385387,-8.532045,-19.353785,-12.986145,-6.391267,real
0.11076233878968254,0.18144375,1346.4277,1500.4180657313943,1552.3670642799666,0.007434669,3204.9851190476193,-164.55852,103.594536,-15.339276,26.701372,-31.02665,23.162888,-44.07151,1.594897,-23.688007,-9.444711,-13.74155,-12.57367,7.224932,real
0.10755363343253968,0.24115624,2517.0632,1544.2374185914903,1621.652536055025,0.0065560048,3008.184523809524,-178.59584,92.725204,37.204536,30.185892,-4.1529126,8.288637,-22.322325,-6.4270844,-34.9465,-7.82787,-30.097708,-2.1664872,-5.963225,real
0.11503286210317461,0.1418172,928.7476,1426.1374589016384,1502.789671355088,0.0039833244,2617.063492063492,-235.89468,102.38077,37.322807,20.29001,-13.549386,-5.485643,-33.401047,-5.46661,-27.19393,-2.0440073,-25.916357,-11.244745,2.6062696,real
0.1336728050595238,0.1599284,1212.2234,1654.3519408726493,1462.0308417866574,0.0055792113,2881.2003968253966,-221.4961,107.1191,20.934978,10.790613,-21.247442,2.8007715,-35.35653,14.220273,-9.504651,-18.514275,-18.491598,-7.994215,-0.9967525,real
0.12565104166666666,0.40029785,6333.216,1383.1467142018673,1387.9617675505956,0.0063707517,2372.0238095238096,-169.65866,98.13221,33.802166,22.176104,-5.57845,9.06861,-18.909912,-0.86831176,-18.56728,-5.3431325,-17.61212,-7.831914,-8.919228,real
0.07269190228174603,0.4275494,6621.449,1131.713206324242,1334.1729052768317,0.0049619963,2104.5386904761904,-97.04723,115.63498,2.3866146,27.570393,-4.9008265,9.323014,-16.752346,4.662598,-18.628393,-9.541769,-25.156881,-18.344439,-8.91159,real
0.09416852678571429,0.22482744,2193.851,1600.9701010145907,1535.973796404347,0.024350654,3353.5466269841268,-128.40608,86.33501,-3.0996614,55.76396,-15.524592,9.34843,-31.466644,-1.7014879,-25.84946,0.021276088,-16.042023,-15.194477,0.639126,real
0.13128565228174602,0.26754984,3679.2563,1578.1558430726302,1410.5576231400482,0.055938445,2654.3898809523807,-175.66402,99.045616,23.56733,5.910765,-3.85682,11.418346,-27.377548,3.3649309,-19.372616,0.4301233,-20.237658,-5.1030354,-2.7356963,real
0.09653242807539683,0.16982815,1127.2542,1281.9600679372286,1354.763336335218,0.019007161,2427.3313492063494,-194.7312,120.10433,30.490072,34.40592,-35.42345,14.955623,-21.818325,-18.259401,-25.987589,-2.4406207,-26.530005,-4.3014383,-9.97738,real
0.047262524801587304,0.19858547,1843.4241,642.1286594056496,795.021218412289,0.00042061257,986.8551587301587,-227.38853,183.98767,8.550341,-2.529017,5.9434576,0.8389946,-5.017126,-3.404833,-18.42452,-25.47301,-18.72146,-4.0721064,-2.6050446,real
0.2771654885912698,0.08799345,355.72958,2483.810728326928,1495.5890257976953,0.010591294,4044.3948412698414,-172.14824,70.22422,-23.237167,32.132065,-37.464314,44.34188,-49.25062,-2.379306,-19.506214,-13.253714,-4.685846,-4.9167085,-1.0879489,real
0.052633618551587304,0.34477806,4466.745,848.0103121631842,1078.13369356203,0.0014349257,1548.2390873015872,-134.29832,138.63359,-5.438405,27.512455,-4.965545,1.3488797,-11.9071455,-8.951922,-20.554113,-10.838197,-17.924963,-11.720867,-7.469056,real
0.07887679811507936,0.2097946,1752.6234,1156.5653970478375,1357.1697318747745,0.0052801804,2058.28373015873,-167.10158,125.32259,23.99046,24.36812,-9.955952,16.072151,-27.801449,0.33539927,-30.0834,-8.468652,-11.494453,-11.063396,-5.6459594,real
0.06628999255952381,0.15143414,2275.878,1110.270921644127,1378.267324466632,0.1789433,2552.4553571428573,-266.90668,84.284164,17.76977,3.7532387,-4.233517,9.429652,-15.056644,6.747706,-14.736965,-0.39374605,-10.549674,-7.988287,-3.1950848,real
0.15752883184523808,0.16357937,1451.1074,1888.6279301762895,1792.0927913926685,0.006209457,3588.9136904761904,-231.89383,106.13039,52.437355,-11.57642,-5.6976857,17.44759,-25.373222,8.51941,-26.713478,15.823879,-13.199403,1.194544,-9.561968,real
0.13228546626984128,0.27190706,3052.1296,1505.9968157750934,1463.969091261118,0.002591494,2747.5198412698414,-174.33981,100.388405,38.31325,29.35683,-27.309572,-17.844805,-42.138187,9.070511,-24.982998,-18.64824,-10.3945055,-16.894331,5.7240477,real
0.17016989087301587,0.25980452,3410.2583,1890.731467139903,1498.1296714714563,0.011125414,3103.1746031746034,-176.82394,85.334885,29.779459,15.849578,-6.8060017,17.963612,-27.885414,-0.48523822,-23.283125,8.027743,-23.180784,-8.619488,-1.1363698,real
0.08272879464285714,0.24149017,2489.6233,1206.5884007133927,1281.8705075249704,0.009025332,2389.5089285714284,-147.61784,126.62862,-1.9007304,33.47265,-7.3651543,4.92047,-18.23601,-2.630302,-22.926805,-9.552587,-20.473167,-10.681476,-5.6178093,real
0.17807539682539683,0.22516301,2100.3516,1762.9535825114708,1341.9229946582805,0.0075450325,2805.9275793650795,-197.59998,97.29786,32.410652,14.123147,-23.916079,4.624972,-38.262516,-3.8351889,-19.133364,-12.685225,-22.890953,-7.5484843,2.5082304,real
0.14737568204365079,0.24146304,2455.2786,1591.5461175924786,1471.5195589294528,0.0034409922,2743.7996031746034,-196.64687,110.59634,38.947773,6.156411,-29.031029,-0.022132056,-36.73001,0.27678904,-20.397804,-1.0394047,-22.9213,-8.19752,-0.04239383,real
0.07307167658730158,0.29460764,3325.951,1016.7566476404713,1347.3747596968497,0.004768817,1943.8244047619048,-135.6674,135.2129,25.770319,19.14357,-3.104539,15.167856,-20.109272,-5.4760566,-32.758408,-6.8782573,-19.92083,-7.142619,-9.632994,real
0.11761377728174603,0.21905054,2033.0886,1602.8848853038724,1598.8315298777159,0.020328188,3343.253968253968,-188.43437,102.13465,32.095493,4.742282,-19.80021,12.715855,-52.237904,-4.093093,-19.169151,-5.9569917,-18.10177,-10.44114,-0.08525228,real
0.08064391121031746,0.1501692,1210.3,980.0961080765926,1052.9760075868328,0.13160817,1879.092261904762,-249.91875,118.65583,8.474609,28.072088,-0.72223526,8.150503,-30.03904,-9.319278,-19.202024,-3.5230732,-17.36629,-11.330531,-10.892051,real
0.14560081845238096,0.25726494,2850.5203,1606.869731804424,1400.2527583285696,0.02263938,2895.5853174603176,-178.34387,105.28902,25.762892,8.449595,-11.743304,-9.996648,-44.428192,0.55059224,-31.984049,-16.042276,-14.820145,-9.338482,3.8573816,real
0.06604972718253968,0.17942461,1646.6919,944.6240904562862,1141.598063755058,0.020103622,1712.5496031746031,-255.21397,133.55374,19.947926,-0.19819774,13.816335,17.915249,-16.861761,-7.217267,-22.94667,-16.266945,-18.655901,-4.7030244,-5.105403,real
0.12355065724206349,0.20514627,1671.7483,1391.011207967479,1313.8652149774066,0.0027925652,2474.8263888888887,-197.77873,125.12471,25.614765,1.3440672,-30.790066,2.6831286,-34.342426,-8.719835,-22.96326,-6.093307,-19.199177,-10.687251,3.5798175,real
